index,time,score,reple,1st_week,2st_week,3st_week
85,2015.09.16,10,관람객개봉날만 기다리다가 조조로 관람! 송강호 유아인 만으로도 무조건 봐야하는 영화 ㅠㅠ 천만갑시다!  ,1,0,0
86,2015.09.16,10,아침에 조조로 봤다확실히 유아인 연기력이 물 올랐네..여운이 남는 영화  두번봐도 좋을듯  ,1,0,0
87,2015.09.16,10,지금 막 조조로 보고 평을 쓰네요교훈도있고 재미있게 잘봤습니다 너무 슬펐어요  ,1,0,0
88,2015.09.16,10,사도세자의 감정적접근  ,1,0,0
89,2015.09.16,10,그들의 눈빛만으로도 충분히 돈이 아깝지않는영화 조조로봤는데 또 보러가야겠어요  ,1,0,0
90,2015.09.16,10,사람이 먼저 이지 예법이 먼저입니까!!!! 10점 줍니다 시나리오 구성 촬영기법 다 특출나자 않아다고 절삭해도 연기보는 재미가 장난 아니었습니다 다들 감정선 잡는게 기가 막힙니다 아....마지막에 소지섭 춤추는 연기마저 여운이...  ,1,0,0
91,2015.09.16,10,유아인에 대한 편견이 가시게 해준 영화 사극과 송강호 사이에서 전혀 주눅들지 않아서 깜놀!!  ,1,0,0
92,2015.09.16,9,개봉하자말자 조조할인으로 봤는데 정말 유아인+송강호조합으로 볼만한 가치있구요 내용 좋습니다 구슬프면서 마지막에 둘만의 대화할때 내용이 좀 아쉽긴 했지만 마음을 울리네요 추천!  ,1,0,0
93,2015.09.16,9,궁금 해서  봤네요  영화 내용도 탄탄 스케일도  남다르고  일단 감정연기력 두배우  폭팔 합니다  마지막 소지섭 연기도  ,1,0,0
94,2015.09.16,9,소간지 부채춤 지렸다..  ,1,0,0
95,2015.09.16,10,또 천만이냐? 지린다 와와와  ,1,0,0
96,2015.09.16,10,이 또한 천만급영화...  ,1,0,0
97,2015.09.16,10,이건뭐 암살 배태랑보다 더재밌노 ㅜ  ,1,0,0
98,2015.09.16,8,관람객기대하고 봤던지라..기대에 미치는못했던 영화....하지만 개개인배우들 연기가 정말 최고인듯dd  ,1,0,0
99,2015.09.16,10,와 명작이다 막울었음 어린세자가  너무 인상깊다 어린애가 연기너무잘해 배우들 잘고른듯ㅠ짱  ,1,0,0
100,2015.09.16,8,송강호도 송강호지만 유아인이라는 배우 어쩜이렇게 연기를 잘하는지 모르겠네요 제생각에 이영화는영조보다는 사도세자가느끼는압박과 시련을  잘보여주는영화같습니다  ,1,0,0
101,2015.09.16,10,송강호는 왕이고싶었고 유아인은 사람이고싶었다.  ,1,0,0
102,2015.09.16,10,100점이있다면 100점 주고픈영화  ,1,0,0
103,2015.09.16,8," 사도를 생각하면 너무나 가슴 아파서,영조의 눈물은 보고싶지 않았다.그가 아들에게 준 상처가 어찌 몇번의 눈물로 지워질까  ",1,0,0
104,2015.09.16,10,오늘아침에 개봉하자마자 조조로 봤는데 진짜 슬프고 사도세자의 비극을 체감할수있었어요진짜 유아인 연기진짜 잘하고 송강호도 연기진짜잘합니다  ,1,0,0
105,2015.09.16,10,아 ㅜㅜㅜㅜ여운이가시질않는다 ㅜㅜ  ,1,0,0
106,2015.09.16,4,"한시간당 별 한개. 지루함의 극치.. 배우 연기력 아니였으면 뛰쳐 나왓었을뻔.. 전혀 전개몰입안됨그나마 조조라 돈덜아까움. 결론, 분장기술만 특출나게 좋은 영화  ",1,0,0
107,2015.09.16,10,관람객너무 기대했던 영화라 개봉하자마자 봤습니다. 한마디로 말씀드리자면 기대이상입니다. 볼까 말까 고민하고 있다면 망설이지말고 꼭 보시면 후회 안하는 영화 입니다. 여운이 가시질 않습니다.  배우분들 연기 아주 최고입니다. 두번 세번 볼 수 있는 영화.  ,1,0,0
108,2015.09.16,10,소지섭이 나올줄이야 ㅎㅎㅎㅎ  ,1,0,0
109,2015.09.16,10,ㅠㅠ 영화보는동안 눈물이 계속났네요 얼마나 사도세자가 힘드셨을까  혜경궁홍씨...아 정말 보는내내 밉상이었던거만빼면ㅠ너무 슬펐어요  ,1,0,0
110,2015.09.16,9,송강호 유아인 이 두배우의 조합 연기력으로도  몰입감을 높여 주었고 영조와 사도의 인물에 독하고 깊은사연과 사도의 비극을 잘 담아냈다  ,1,0,0
111,2015.09.16,1,평점개사기. 12시지나자마자 10점 도배ㅡㅡ지금 보는중인데 그냥딱 6점이면될듯내용이 재미없음 아무내용없음  ,1,0,0
112,2015.09.16,10,역시 한국 최고의 배우 송강호 이 영화를보고 매일 영화관에 출근하고싶다  ,1,0,0
113,2015.09.16,10,재밌당 완전 재밌당 꿀잼이당 보길잘했당  ,1,0,0
114,2015.09.16,10,관람객진심으로 유아인 연기 짱 ..  ,1,0,0
115,2015.09.16,10,배우들 연기가 좋음. 사도세자가 미친건 맞지만 미칠 수 밖에 없었던 상황을 잘 풀어낸듯  ,1,0,0
116,2015.09.16,10,연기력에 지렸고 슬펏다  ,1,0,0
117,2015.09.16,10,"아침에 조조로 보고 왔는데재밌었어요 시대극 치고 지루하지도 않았고 유아인 연기도 최고, 송강호도 말할꺼 없이아쉬운건 배우들 늙었을때 분장이 전 어색했어요특히 문근영... 분장이 너무 아쉬웠어요  ",1,0,0
118,2015.09.16,9,역사적 논쟁을 떠나서 비극이었던 사도의 삶과 그 애환을 진중하게 잘 담아낸 작품. 좋은 배우들과 마음을 울리는 음악이 더욱 감동을 자아냈다. 대한의 역사에 왜 '한'이 빠질 수 없는지 알 수 있었다.  ,1,0,0
119,2015.09.16,10,사극을 즐기지 않지만 배우믿고 봤습니다. 역시나 하고 영화관나오는길입니다. 눈이부었네요ㅜㅜ 믿고보세요.. 알바아닙니다.  ,1,0,0
120,2015.09.16,10,개봉날 조조로 보고왔어요.워낙 기대되기도했지만.. 보는내내 눈물바람.. ㅠㅠ ..보고나면 가슴이 먹먹해지는 아버지와 아들의 이야기에요. 영화 끝났는데도 한참 앉아있다 일어섰어요.그 여운이 한참 갈것같아요.  ,1,0,0
121,2015.09.16,10,관람객나도 지금 사는게 사도세자처럼 사는게 아닐까라는 생각떼문에 계속 눈물이 났다 배우님들 그리고 영화사도에 관련된 여러분님들 감사합니다  ,1,0,0
122,2015.09.16,10,정말 볼만합니다 특히 좋은연기와 스토리가 함깨하니 더 큰 시너지가 발생하는군요  ,1,0,0
123,2015.09.16,10,관람객완젼 잼있어요 감동하고연기자좋고 유아인송강호 대단합니다  ,1,0,0
124,2015.09.16,10,완전 재밌어요 믿고보는 배우들??  ,1,0,0
125,2015.09.16,10,관람객비극 속 감동스토리ㅠㅠㅠ  ,1,0,0
126,2015.09.16,10,믿고 보는 그리고 유아인씨 연기 너무 좋아요 !!!!완전 팬될 거 같아요.  ,1,0,0
127,2015.09.16,8,재미있지만 뭔가 아쉽더라고요..  ,1,0,0
128,2015.09.16,9,정말 이영화괜찮다 연기력뿐만아니라 시나리오도굿  ,1,0,0
129,2015.09.16,8,관람객좀 지루한데 연기너무좋아요  ,1,0,0
130,2015.09.16,7,관람객좋아요재밌구요친구들과보세요  ,1,0,0
131,2015.09.16,8,관람객두 배우의 연기력이 빛을 발하다.  ,1,0,0
132,2015.09.16,8,관람객가슴이 먹먹합니다..  ,1,0,0
133,2015.09.16,9,관람객마지막 정조나오는 부분이 길어서 반점 뺐어요.  ,1,0,0
134,2015.09.16,9,관람객엄청 재밌는 영화는 아닌데요..뭔가 짠하고 슬프고 마음이 묵직해지는 영화에요..  ,1,0,0
135,2015.09.16,10,관람객역시 송강호란 배우는 극강몰입하고 보게되는군요  ,1,0,0
136,2015.09.16,10,스토리의 깊이와 연기보는 맛  ,1,0,0
137,2015.09.16,6,지루해슴...연기는좋앗지만...  ,1,0,0
138,2015.09.16,2,칭찬 일색인데 너무 비극적이고 짜증나는 스토리 정말 싫다 이 스토리가...사실이라는게 너무 끔찍하고 소름돋아...안보고싶다 영화 망해라  ,1,0,0
139,2015.09.16,1,뭐가 재미있다는거지?  ,1,0,0
140,2015.09.16,8,관람객일단 송강호씨 연기는 두말하면 잔소리죠. 유아인씨의 명연기가 정말 압권이었구요. 뭐랄까 좀 아쉽다면 영조의 역사를 좀 알아야 더 재밌었달까요. 설명이 부족했던 느낌이네요. 다쓰려니 넘 길고 두분 연기가 정말 예술입니다.  ,1,0,0
141,2015.09.16,1,망하겠네 흐미..와.  ,1,0,0
142,2015.09.16,10,감동받고싶으면보세요  ,1,0,0
143,2015.09.16,1,오랜만에 재미없는 영화 봅니다  ,1,0,0
144,2015.09.16,8,"모 내용도 딱히 평범하고 배우연기때매7,8점 모줄까하다 8점줌  ",1,0,0
145,2015.09.16,9,그냥 먹먹해진다. 영조도 완전한 괴물은 아니었음.  ,1,0,0
146,2015.09.16,10,잘 만들어진 사극 한편!  ,1,0,0
147,2015.09.16,10,관람객유아인짱♡ 최고오오오  ,1,0,0
148,2015.09.16,10,관람객유아인과 송강호의 OOO기력..유아인 연기력 너무 물 올랐음...  ,1,0,0
149,2015.09.16,10,유아인 앞에 수식어가 항상 붙겠다. 믿고보는  ,1,0,0
150,2015.09.16,1,"별로 재미가 없어요~~~~탐정,서부전선 기대해봅니다^^  ",1,0,0
151,2015.09.16,10,베테랑에서도 유아인의 연기가 일취월장했음을 느낄수있었는데 사도에서는 연기의 베테랑인 송강호와 함께 진정성있는 연기를 함으로서 극의 몰입감을 더 높여줬다  ,1,0,0
152,2015.09.16,10,많이 슬펐어요. 여운이 남는 영화였네요. 특히 세손아역배우 연기가 너무 훌륭했어요.  ,1,0,0
153,2015.09.16,3,다 아는  뻔한 이야기를 주야장창 한 삼일치 쯤 풀어놓고 뚝심있다는 소리 듣고 싶은 감독-흥행은 어려울꺼고 본전치기만 해도 다행  ,1,0,0
154,2015.09.16,10,개봉한다해서 아침부터 나가서봤는데ㅠㅠ아침부터 눈이붓도록 울고왔습니다 ㅠㅠ  ,1,0,0
155,2015.09.16,10,영화보고 평점 다는거 맞음? 닥치고 봐라 후회 안한다  ,1,0,0
156,2015.09.16,10,너무슬프고도슬프다 그날 아비의 마음을 보앗나이다  ,1,0,0
157,2015.09.16,8,사도세자가 최소 100여명은 죽인걸로 아는데 한명만 죽인걸로 나와 아들을 죽일 명분이약해 영조가 더욱더 엄하게 보였습니다. 개인적으로는 영조의 고뇌가 더 많이 나왔어야 했는데 ..  ,1,0,0
158,2015.09.16,9,"시간 가는줄 모르고 봤던 영화.그만큼 배우들의 연기에 눈돌릴틈이 없었고 의상,소품 하나하나 아름다웠고 배경 음악 또한 아름다웠다 기대이상의 영화다.말이 필요없다 진짜 꼭 봐야할 영화다.  ",1,0,0
159,2015.09.16,10,아 유아인 그는 진짜 배우였더 .  ,1,0,0
160,2015.09.16,7,사극을 좋아해서 방금전에 보구 왔습니다.연기자들의 언기는 좋았습니다.답만 개인적인 취향에선 지루해서 언제 끝나나기다렸네요.생각나는건 아미타불  밖에 없고 조선의 부채의 방수 기술에 찬사를 보냈니다.  ,1,0,0
161,2015.09.16,10,뻔할수있는 사도세자 얘기를 이준익감독식으로 잘풀어냈다 무거은 영화임은 틀림없다  ,1,0,0
162,2015.09.16,9,관람객배우들 연기 내용 모두 좋았습니다유아인의 연기가 가장 눈에 띄네요사도이후의 연기가 너무 기대됩니다  ,1,0,0
163,2015.09.16,7,"참 기대가 컸었는데 아쉽네요. 과한 노인 분장, 미묘함과 세련됨이 없는 단순하고 직선적인  감정표출과 슬픔유발, 영조와 사도세자의 고집스러움만 남는 답답하기만 한 영화네요. 발견이라면 아역들의 연기와 대사가 남는 정도!! 감독의 연출에 좀 불만 추가.  ",1,0,0
164,2015.09.16,7,유아인이 믿고 볼만한 배우의 반열에 들어선 기분;;스토리전개는 공부 조금이라도 한 사람이라면 알만한 전개를1시간반이상 끌고가고 마지막 30분을 보기위한 처절한관람객의 사투  ,1,0,0
165,2015.09.16,9,뻔한내용인데 배우두명이서  명품만들어버리네..이래서 명품배우  ,1,0,0
166,2015.09.16,10,재밋음 유아인 연기잘함  ,1,0,0
167,2015.09.16,9,관람객내가 이런사극영화를 안좋아해서근가 약간지루한게 없지않아있었지만 송강호 유아인의 연기는 정말좋았습니다. 특히 유아인 사도세자 그 완전체였어요. 전체적으로 괜찮네요  ,1,0,0
168,2015.09.16,10,와 방금 조조로 보고 나왔는데 최고였어요 어차피 사도세자가 죽는것도 알고 있었기에 결말이 어떻게 진행될지 예상은 했지만 최고였네요 예상을 했는데도 그걸 뛰어넘는 무언가가 있었습니다 최고의 영화였습니다  ,1,0,0
169,2015.09.16,10,"몰입도 최고, 연기, 스토리 훌륭함. 오랜만에 만족도 높은 영화관람  ",1,0,0
170,2015.09.16,7,오랜만에 본 한국영화였는데 내용은 어차피 다 예상 가능했구요. 송강호씨와 유아인씨 연기가 정말 좋았어요~ 특히 유아인씨 기대 이상이였어요~ 그런데 마지막에 문근영씨는 정말 에러. 분장이 너무 안어울리더군요. 섹시한 정조하고 대비되어 더 별로였어요~  ,1,0,0
171,2015.09.16,8,관람객그냥 대충 볼만 합니다요  ,1,0,0
172,2015.09.16,6,지루하지만 연기는 일품  ,1,0,0
173,2015.09.16,1,진짜 지루하고 보면 ㄱㅐ후회 합니다... 지루해 죽는줄  ,1,0,0
174,2015.09.16,5,재미로볼영화는아니지만 정말재미는없음..  ,1,0,0
175,2015.09.16,10,개봉일날 조조로 본 보람이 있는 영화였네요 재밌었습니다  ,1,0,0
176,2015.09.16,1,흐미 지루해!  정말 최악이다  ,1,0,0
177,2015.09.16,10,관람객재밌얶어요! 재미라는 단어로는 부족할만큼 느껴지는 게 많았지만.. 최고였어요. 송강호유아인부터 여배우들의 연기 그리고 마지막에 정점을 찍는 소지섭까지..  ,1,0,0
178,2015.09.16,10,송강호 유아인만 해도 엄청난 파급력 있는 영화라 생각했는데 영화를 보는 내내 가슴이 먹먹하고 배우들의 연기가 너무 돋보이고 정말 꾸밈없는 완벽한 영화  ,1,0,0
179,2015.09.16,7,진부하나.. 조금은 새롭다 .. 그 새로움의 힘은 송강호  유아인 문근영 등 배우들에게 있다  ,1,0,0
180,2015.09.16,10,"누군가의 부모라면, 누군가의 자식이라면 꼭 한번은 봐야할 영화. 한 아이의 부모이자 누군가의 자식인 나는 이 영화를 보며 많은 생각을 했고 영조 사도 정조의 마음을 다 헤아리진 못하지만 영화안에서의 배움이 있는 영화. 두시간이 지루할 수 없는 영화.  ",1,0,0
181,2015.09.16,5,배우들의 연기는 좋으나 초반부가 너무 지루하고 러닝타임이 생각보다 길었다.  ,1,0,0
182,2015.09.16,8,관람객다필요없고 유아인생긴것만큼 연기도짱  ,1,0,0
183,2015.09.16,8,여러분 조기교육이 이렇게 무섭습니다.  ,1,0,0
184,2015.09.16,6,관람객심심해요~^^ 그냥 보세요  ,1,0,0
185,2015.09.16,1,개인적으로 재미없다  마지막은 지루함의 끌이다  ,1,0,0
186,2015.09.16,9,관람객마지막 여운 좋네요두분 연기도 좋고 몰입해서 볼수있었음  ,1,0,0
187,2015.09.16,10,오랜만 많이울었다..송강호 유아인 정말 연기 신들린듯  ,1,0,0
188,2015.09.16,9,관람객씁쓸하다ㅜ 하지만 감명 깊었다...  ,1,0,0
189,2015.09.16,9,기름기 쏵 빼고 건져올린 순수한 연기력으로 진검승부 보는 영화. 슬픔을 표현할수있는 한계점을 한단계 올린 느낌  ,1,0,0
190,2015.09.16,9,관람객자식과 부모 모두를 경험한 나이가 되니 더 두 부자간의 슬픔이 와닿네요. 너무 잘봤습니다.  ,1,0,0
191,2015.09.16,3,다 된 밥에 소지섭 뿌리기..  ,1,0,0
192,2015.09.16,10,"관람객분위기,음향 모든게 완벽한 영화인거 같음, 연기는 당연히 최고.  ",1,0,0
193,2015.09.16,10,가슴이 먹먹해지는 슬픈 가족 이야기~  ,1,0,0
194,2015.09.16,5,정말 지루함의 끝을 달리는 영화; 연기력 하나 믿고 이런 시나리오를;; 알바들이 들끌거나 유아인 팬들의 별점 공개 인가? 딱 6점 정도 줄 영화!!  ,1,0,0
195,2015.09.16,9,잔잔하면서도 긴장감 놓을수 없는 강한 영화네요. 꼭 보세요  ,1,0,0
196,2015.09.16,8,믿고볼연기자들이기에 기대가컸는지.. 연기자들의연기는좋았으나 전체적인흐름이나 어투가 좀아쉬웠음ㅠㅠ 감정이입하다가도 흐름이깨지는느낌..ㅠㅠ  ,1,0,0
197,2015.09.16,1,한시간보다가 담배생각나서 9층에서 내려와 밖에서 담배한대 피니깐 다시 들어가기 싫더라고요...송강호 유아인 연기는 잘했어요..  ,1,0,0
